날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2025-10-27,06:07,지출,여행/숙박,항공권,311234455656,-47408,KRW,신한 주거래 우대통장(S-lite),
2025-10-27,04:34,지출,자동차,통행료,한국도로공사,-900,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-10-26,20:44,지출,패션/쇼핑,아울렛/몰,현대아울렛 송도점,-456000,KRW,Air One (에어원) 스카이패스,
2025-10-26,17:22,지출,문화/여가,도서,알라딘중고서점(송도),-17500,KRW,Air One (에어원) 스카이패스,
2025-10-26,17:22,지출,문화/여가,도서,알라딘중고서점 (송도)문화비,-16400,KRW,Air One (에어원) 스카이패스,
2025-10-26,17:05,지출,뷰티/미용,화장품,씨제이올리브영(주)현대프리미엄이울렛송도점,-12000,KRW,Air One (에어원) 스카이패스,
2025-10-26,16:57,지출,패션/쇼핑,아울렛/몰,현대아울렛 송도점,-49680,KRW,Air One (에어원) 스카이패스,
2025-10-26,16:36,지출,패션/쇼핑,아울렛/몰,현대아울렛 송도점,-5200,KRW,Air One (에어원) 스카이패스,
2025-10-26,16:28,지출,문화/여가,도서,(주)교보문고,-22400,KRW,Air One (에어원) 스카이패스,
2025-10-26,16:27,지출,문화/여가,도서,주식회사 교보문고,-11000,KRW,Air One (에어원) 스카이패스,
2025-10-25,21:39,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-3980,KRW,Air One (에어원) 스카이패스,
2025-10-25,12:50,지출,여행/숙박,숙박비,주식회사 유연음,-2500,KRW,Air One (에어원) 스카이패스,
2025-10-25,05:03,수입,금융수입,미분류,이자,1,KRW,MY 입출금통장,
2025-10-25,02:23,지출,온라인쇼핑,서비스구독,Netflix.com,-17000,KRW,Air One (에어원) 스카이패스,
2025-10-24,17:09,지출,온라인쇼핑,인터넷쇼핑,나이스_당근페이,-500000,KRW,Air One (에어원) 스카이패스,
2025-10-24,07:54,지출,금융,은행,환전지갑신청(0996CCS25O866909),-14400100,KRW,저축예금,
2025-10-24,03:52,수입,급여,미분류,급여,5590412,KRW,신한 주거래 우대통장(S-lite),
2025-10-24,03:50,수입,급여,미분류,급여,584216,KRW,신한 주거래 우대통장(S-lite),
2025-10-23,21:25,이체,미분류,미분류,입금 내역,50000,KRW,신한 주거래 우대통장(S-lite),
2025-10-23,21:24,이체,현금,미분류,THIDA TUN,-5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-23,21:24,이체,미분류,미분류,입금 내역,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-23,21:22,이체,미분류,미분류,입금 내역,4950000,KRW,신한 주거래 우대통장(S-lite),
2025-10-23,21:20,이체,미분류,미분류,입금 내역,4950000,KRW,신한 주거래 우대통장(S-lite),
2025-10-23,21:18,이체,미분류,미분류,입금 내역,6840000,KRW,신한 주거래 우대통장(S-lite),
2025-10-23,18:43,지출,온라인쇼핑,서비스구독,유튜브프리미엄,-14900,KRW,Air One (에어원) 스카이패스,
2025-10-23,14:11,지출,식비,식재료,씨제이프레시웨이주식회사,-4500,KRW,Air One (에어원) 스카이패스,
2025-10-23,11:23,지출,뷰티/미용,헤어샵,하르르헤어,-9000,KRW,네이버페이 간편결제,
2025-10-23,11:19,지출,문화/여가,도서,예스24,-19800,KRW,네이버페이 간편결제,
2025-10-23,10:14,지출,주거/통신,관리비,환전주머니 출금,-11483280,KRW,우리 SUPER주거래 통장,
2025-10-23,10:03,이체,저축,미분류,THIDA TUN,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-22,18:20,지출,주거/통신,관리비,환전주머니 출금,-2869820,KRW,우리 SUPER주거래 통장,
2025-10-22,15:55,지출,경조/선물,선물,우일플라워,-30000,KRW,Air One (에어원) 스카이패스,
2025-10-22,14:17,지출,카페/간식,커피/음료,컴포즈커피 청라국제업무단지점,-9200,KRW,Air One (에어원) 스카이패스,
2025-10-22,13:03,이체,이체,미분류,박완희,10300,KRW,NH주거래우대통장,
2025-10-22,11:43,이체,이체,미분류,임준국,106800,KRW,NH주거래우대통장,
2025-10-22,07:43,지출,자동차,통행료,한국도로공사,-900,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-10-22,07:43,지출,자동차,통행료,인천김포고속도로,-2600,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-10-22,07:43,지출,자동차,통행료,일산대교,-1200,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-10-21,09:01,이체,이체,미분류,*****,1,KRW,신한 주거래 우대통장(S-lite),
2025-10-20,19:15,지출,식비,일식,돈카춘,-32400,KRW,Air One (에어원) 스카이패스,
2025-10-20,18:22,지출,카페/간식,커피/음료,메가엠지씨커피 부평북부역점,-2000,KRW,Air One (에어원) 스카이패스,
2025-10-20,16:33,지출,자동차,주차,파킹클라우드,-18000,KRW,Air One (에어원) 스카이패스,
2025-10-20,15:51,이체,저축,미분류,THIDA TUN,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-20,15:51,이체,저축,미분류,THIDA TUN,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-20,15:32,지출,식비,양식,일마지오 킨텍스점,-11000,KRW,Air One (에어원) 스카이패스,
2025-10-20,15:01,이체,현금,미분류,THIDA TUN,-5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-20,13:32,지출,주거/통신,관리비,환전주머니 출금,-11372720,KRW,우리 SUPER주거래 통장,
2025-10-20,13:14,이체,현금,미분류,THIDA TUN,-5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-20,13:12,이체,미분류,미분류,입금 내역,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-20,13:11,이체,미분류,미분류,입금 내역,2950000,KRW,신한 주거래 우대통장(S-lite),
2025-10-20,13:08,이체,미분류,미분류,입금 내역,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-20,13:06,이체,미분류,미분류,입금 내역,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-20,12:08,지출,식비,한식,본우리반상 킨텍스점,-11900,KRW,Air One (에어원) 스카이패스,
2025-10-20,07:10,지출,금융,보험,KB손015 10,-13000,KRW,신한 주거래 우대통장(S-lite),
2025-10-19,21:18,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-24820,KRW,Air One (에어원) 스카이패스,
2025-10-19,14:23,지출,문화/여가,게임,두산게임,-6000,KRW,Air One (에어원) 스카이패스,
2025-10-19,13:30,지출,문화/여가,테마파크,뽀로로테마파크 월미도점,-36500,KRW,Air One (에어원) 스카이패스,
2025-10-19,12:45,지출,주거/통신,관리비,환전주머니 출금,-2853000,KRW,우리 SUPER주거래 통장,
2025-10-19,09:34,이체,저축,미분류,THIDA TUN,980000,KRW,신한 주거래 우대통장(S-lite),
2025-10-19,08:50,지출,금융,은행,네이버파이낸셜(주),-72600,KRW,Air One (에어원) 스카이패스,
2025-10-18,19:20,지출,문화/여가,취미/체험,토스 이다정,-208000,KRW,신한 주거래 우대통장(S-lite),
2025-10-18,18:38,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-11600,KRW,카카오페이 간편결제,
2025-10-18,14:09,지출,여행/숙박,해외결제,외화사신금액,-7132450,KRW,신한 주거래 우대통장(S-lite),
2025-10-18,13:37,이체,저축,미분류,THIDA TUN,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-18,13:36,이체,저축,미분류,THIDA TUN,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-18,09:15,이체,저축,미분류,예금결산이자,0,KRW,우리 SUPER주거래 통장,
2025-10-17,14:57,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-4700,KRW,카카오페이 간편결제,
2025-10-16,20:14,지출,식비,치킨,추닭집 부평점,-9000,KRW,Air One (에어원) 스카이패스,
2025-10-16,19:42,지출,식비,한식,분식 봄,-6000,KRW,Air One (에어원) 스카이패스,
2025-10-16,18:59,지출,교통,대중교통,(주)이비카드,-30000,KRW,카카오페이 간편결제,
2025-10-16,12:14,지출,식비,식재료,씨제이프레시웨이주식회사,-4000,KRW,Air One (에어원) 스카이패스,
2025-10-16,10:49,이체,현금,미분류,THIDA TUN,-14400,KRW,신한 주거래 우대통장(S-lite),
2025-10-16,09:30,지출,여행/숙박,해외결제,외화사신금액,-7108400,KRW,저축예금,
2025-10-15,15:35,이체,저축,미분류,THIDA TUN,3000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-15,15:35,이체,저축,미분류,THIDA TUN,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-15,14:05,지출,문화/여가,도서,예스24,-79,KRW,네이버페이 간편결제(포인트),
2025-10-15,14:05,지출,문화/여가,도서,예스24,-14771,KRW,네이버페이 간편결제,
2025-10-15,12:46,이체,현금,미분류,THIDA TUN,-5000000,KRW,저축예금,
2025-10-15,12:14,지출,카페/간식,베이커리,마포빵집,-14600,KRW,Air One (에어원) 스카이패스,
2025-10-15,11:47,지출,금융,카드,브이피(주),-7900,KRW,KT DC Plus KB국민카드,
2025-10-15,10:24,지출,여행/숙박,해외결제,외화사신금액,-7145450,KRW,저축예금,
2025-10-15,07:02,지출,주거/통신,인터넷,LGU+77651357,-33900,KRW,신한 주거래 우대통장(S-lite),
2025-10-15,07:02,지출,주거/통신,인터넷,LGU+84273357,-9900,KRW,신한 주거래 우대통장(S-lite),
2025-10-14,18:26,지출,금융,이자/대출,한국장학재단,-58510,KRW,신한 주거래 우대통장(S-lite),
2025-10-14,14:58,이체,저축,미분류,THIDA TUN,3490000,KRW,신한 주거래 우대통장(S-lite),
2025-10-14,14:55,이체,저축,미분류,THIDA TUN,5000000,KRW,신한 주거래 우대통장(S-lite),
2025-10-14,06:32,지출,자동차,통행료,서울터널,-2700,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-10-14,06:32,지출,자동차,통행료,대전천변도시고속화도로,-800,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-10-13,19:35,지출,식비,한식,분식 봄,-6000,KRW,Air One (에어원) 스카이패스,
2025-10-13,09:35,지출,주거/통신,인터넷,KT유선상품자동납부,-36300,KRW,KT DC Plus KB국민카드,
2025-10-13,09:21,지출,여행/숙박,해외결제,외화사신금액,-7147450,KRW,저축예금,
2025-10-13,08:44,이체,이체,미분류,*****,1,KRW,신한 주거래 우대통장(S-lite),
2025-10-12,19:36,지출,온라인쇼핑,서비스구독,구글페이먼트코리아 유한회사,-15000,KRW,토스 간편결제,
2025-10-12,13:56,지출,카페/간식,커피/음료,씨제이프레시웨이(주)국립중앙박물관 투썸플레이스3,-10400,KRW,Air One (에어원) 스카이패스,
2025-10-12,09:33,지출,온라인쇼핑,앱스토어,구글플레이,-29000,KRW,Air One (에어원) 스카이패스,
2025-10-11,17:22,이체,이체,미분류,최삼녀,-3000,KRW,신한 주거래 우대통장(S-lite),
2025-10-11,16:26,이체,이체,미분류,송은섭,-5000,KRW,신한 주거래 우대통장(S-lite),
2025-10-11,15:46,지출,문화/여가,음악,미카,-200000,KRW,Air One (에어원) 스카이패스,
2025-10-11,11:47,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-15590,KRW,Air One (에어원) 스카이패스,
2025-10-10,22:11,지출,문화/여가,취미/체험,토스 이다정,-100000,KRW,신한 주거래 우대통장(S-lite),
2025-10-10,20:38,지출,생활,마트,홈플러스익스프레스  인천부개역점,-7080,KRW,Air One (에어원) 스카이패스,
2025-10-10,18:36,지출,금융,이자/대출,한국장학재단,-60081,KRW,신한 주거래 우대통장(S-lite),
2025-10-10,18:36,지출,금융,이자/대출,한국장학재단,-69518,KRW,신한 주거래 우대통장(S-lite),
2025-10-10,18:36,지출,금융,이자/대출,한국장학재단,-60532,KRW,신한 주거래 우대통장(S-lite),
2025-10-10,12:14,지출,카페/간식,베이커리,카페 우디 용산점,-10500,KRW,Air One (에어원) 스카이패스,
2025-10-10,11:41,이체,현금,미분류,현대카드,48822,KRW,신한 주거래 우대통장(S-lite),
2025-10-10,10:55,지출,여행/숙박,해외결제,외화사신금액,-7117400,KRW,저축예금,
2025-10-10,07:00,지출,주거/통신,가스비,인천가스2510,-21290,KRW,신한 주거래 우대통장(S-lite),
2025-10-10,06:57,지출,주거/통신,휴대폰,LG  U+통신요금  자동이체,-26900,KRW,Air One (에어원) 스카이패스,
2025-10-09,19:29,지출,생활,마트,롯데마트 송도점 (매장),-4500,KRW,Air One (에어원) 스카이패스,
2025-10-09,15:52,지출,생활,편의점,씨유(CU) 송도탐빌점,-1700,KRW,Air One (에어원) 스카이패스,
2025-10-08,14:13,이체,투자,미분류,041-5893,100000,KRW,NH주거래우대통장,
2025-10-08,12:50,이체,미분류,미분류,입금 내역,550000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:49,이체,미분류,미분류,입금 내역,1500000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:47,이체,미분류,미분류,입금 내역,1490000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:45,이체,미분류,미분류,입금 내역,1500000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:43,이체,미분류,미분류,입금 내역,1500000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:41,이체,미분류,미분류,입금 내역,1490000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:38,이체,미분류,미분류,입금 내역,1500000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:36,이체,미분류,미분류,입금 내역,1500000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:34,이체,미분류,미분류,입금 내역,1500000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:33,이체,미분류,미분류,입금 내역,1500000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:31,이체,미분류,미분류,입금 내역,1500000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:29,이체,미분류,미분류,입금 내역,1500000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:19,이체,미분류,미분류,입금 내역,1490000,KRW,신한 주거래 우대통장(S-lite),
2025-10-08,12:17,이체,미분류,미분류,입금 내역,1500000,KRW,신한 주거래 우대통장(S-lite),
2025-10-07,20:16,지출,금융,은행,송금 내역,-100000,KRW,카카오페이 머니,
2025-10-07,20:00,지출,온라인쇼핑,인터넷쇼핑,나이스_당근페이,-500000,KRW,Air One (에어원) 스카이패스,
2025-10-07,19:10,이체,이체,미분류,이용순,200000,KRW,신한 주거래 우대통장(S-lite),
2025-10-07,15:16,지출,생활,생필품,신풍농업협동조합,-6500,KRW,Air One (에어원) 스카이패스,
2025-10-07,14:55,지출,온라인쇼핑,서비스구독,나이스정보통신 주식회사,-9900,KRW,카카오페이 간편결제,
2025-10-07,11:52,이체,이체,미분류,이용순,-200000,KRW,저축예금,
2025-10-07,06:07,지출,문화/여가,취미/체험,토스 이다정,-330000,KRW,신한 주거래 우대통장(S-lite),
2025-10-05,18:07,지출,자동차,주차,코레일네트웍스 (주),-1000,KRW,Air One (에어원) 스카이패스,
2025-10-05,13:48,이체,이체,미분류,이용순,-300000,KRW,신한 주거래 우대통장(S-lite),
2025-10-05,11:27,이체,이체,미분류,이용순,-1200000,KRW,저축예금,
2025-10-05,00:00,지출,교통,철도,고속철도(KTX)용산-서대전,23500,KRW,Air One (에어원) 스카이패스,
2025-10-04,20:45,지출,패션/쇼핑,아울렛/몰,(주)아트박스 홍대점,-3800,KRW,Air One (에어원) 스카이패스,
2025-10-04,19:35,지출,교통,철도,한국철도공사,23500,KRW,네이버페이 간편결제,
2025-10-04,19:33,지출,교통,철도,한국철도공사,-23500,KRW,네이버페이 간편결제,
2025-10-04,19:31,지출,교통,철도,한국철도공사,-23500,KRW,Air One (에어원) 스카이패스,
2025-10-04,13:40,이체,이체,미분류,*****,1,KRW,신한 주거래 우대통장(S-lite),
2025-10-03,01:33,지출,금융,이자/대출,한도대출이자,-165629,KRW,저축예금,
2025-10-02,03:58,수입,급여,미분류,급여,1090100,KRW,신한 주거래 우대통장(S-lite),
2025-10-01,17:12,지출,카페/간식,커피/음료,이디야용산원효점,-3200,KRW,Air One (에어원) 스카이패스,
2025-10-01,15:26,이체,현금,미분류,현대자동차,8000,KRW,신한 주거래 우대통장(S-lite),
2025-10-01,12:13,지출,식비,고기,길농원/길농원훈제바베큐,-39000,KRW,Air One (에어원) 스카이패스,
2025-10-01,09:09,지출,여행/숙박,해외결제,외화사신금액,-7032750,KRW,저축예금,
2025-10-01,05:14,지출,주거/통신,휴대폰,자동결제2_다날1,-3084,KRW,Air One (에어원) 스카이패스,
2025-09-30,20:14,지출,식비,식재료,과일야채,-3500,KRW,Air One (에어원) 스카이패스,
2025-09-30,20:00,지출,뷰티/미용,헤어샵,하르르,-9000,KRW,Air One (에어원) 스카이패스,
2025-09-30,19:24,수입,용돈,미분류,711업비트,1,KRW,MY 입출금통장,
2025-09-30,19:15,수입,용돈,미분류,723업비트,1,KRW,MY 입출금통장,
2025-09-30,12:33,지출,여행/숙박,해외결제,외화사신금액,-7025750,KRW,저축예금,
2025-09-30,11:50,지출,문화/여가,취미/체험,원밀,-4950,KRW,Air One (에어원) 스카이패스,
2025-09-30,08:41,이체,현금,미분류,004.송영애,-800000,KRW,신한 주거래 우대통장(S-lite),
2025-09-30,06:38,지출,자동차,통행료,제이경인연결고속도로주식회사,-1900,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-09-30,06:38,지출,자동차,통행료,제이영동고속도로,-7700,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-09-30,06:38,지출,자동차,통행료,한국도로공사,-7300,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-09-29,20:23,지출,교통,철도,한국철도공사,-23500,KRW,네이버페이 간편결제,
2025-09-29,20:21,지출,교통,철도,한국철도공사,-23500,KRW,Air One (에어원) 스카이패스,
2025-09-29,19:03,지출,교통,대중교통,(주)이비카드,-30000,KRW,카카오페이 간편결제,
2025-09-29,08:26,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-17700,KRW,카카오페이 간편결제,
2025-09-29,08:24,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-17700,KRW,카카오페이 간편결제,
2025-09-29,06:08,지출,여행/숙박,항공권,311234455656,-48988,KRW,신한 주거래 우대통장(S-lite),
2025-09-28,19:33,지출,여행/숙박,해외결제,외화사신금액,-7067300,KRW,저축예금,
2025-09-28,10:46,이체,미분류,미분류,입금 내역,5,KRW,NH주거래우대통장,
2025-09-28,09:32,지출,식비,한식,제이영동광주(하)휴게소,-9000,KRW,Air One (에어원) 스카이패스,
2025-09-27,22:33,지출,여행/숙박,해외결제,외화사신금액,-4240380,KRW,저축예금,
2025-09-27,22:31,이체,현금,미분류,THIDA TUN,-300000,KRW,신한 주거래 우대통장(S-lite),
2025-09-27,04:23,수입,금융수입,미분류,이자,2,KRW,MY 입출금통장,
2025-09-26,20:14,지출,여행/숙박,해외결제,외화사신금액,-2827940,KRW,저축예금,
2025-09-26,18:26,이체,카드대금,미분류,KB카드출금,-10000,KRW,신한 주거래 우대통장(S-lite),
2025-09-26,18:01,이체,카드대금,미분류,신한카드,-2574229,KRW,신한 주거래 우대통장(S-lite),
2025-09-26,06:06,지출,금융,증권/투자,311243546349,-73720,KRW,신한 주거래 우대통장(S-lite),
2025-09-25,19:04,이체,이체,미분류,NH손보099회,-43470,KRW,신한 주거래 우대통장(S-lite),
2025-09-25,18:48,지출,금융,카드,현대카드(주),-1497418,KRW,신한 주거래 우대통장(S-lite),
2025-09-25,18:48,지출,금융,카드,현대카드(주),-35280682,KRW,신한 주거래 우대통장(S-lite),
2025-09-25,18:34,지출,금융,이자/대출,한국장학재단,-59360,KRW,신한 주거래 우대통장(S-lite),
2025-09-25,15:47,지출,카페/간식,커피/음료,카페로찌,-7000,KRW,Air One (에어원) 스카이패스,
2025-09-25,06:56,지출,온라인쇼핑,서비스구독,Netflix_INICIS,-17000,KRW,Air One (에어원) 스카이패스,
2025-09-25,03:41,수입,급여,미분류,급여,2567865,KRW,신한 주거래 우대통장(S-lite),
2025-09-24,15:18,지출,주거/통신,관리비,KB아파트관리비,-301580,KRW,KT DC Plus KB국민카드,
2025-09-23,18:43,지출,온라인쇼핑,서비스구독,유튜브프리미엄,-14900,KRW,Air One (에어원) 스카이패스,
2025-09-23,16:23,지출,식비,식재료,씨제이프레시웨이주식회사,-8400,KRW,Air One (에어원) 스카이패스,
2025-09-23,12:20,지출,카페/간식,베이커리,마포빵집,-32200,KRW,Air One (에어원) 스카이패스,
2025-09-23,08:09,지출,뷰티/미용,헤어샵,하르르헤어,-1023,KRW,네이버페이 간편결제(포인트),
2025-09-23,08:09,지출,뷰티/미용,헤어샵,하르르헤어,-7977,KRW,네이버페이 간편결제,
2025-09-23,07:02,지출,자동차,통행료,한국도로공사,-1800,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-09-23,07:02,지출,자동차,통행료,제이경인연결고속도로주식회사,-1200,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-09-23,07:02,지출,자동차,통행료,강남순환도로,-1900,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-09-22,19:18,지출,금융,세금/과태료,지방세 재산세(주택),-106800,KRW,토스뱅크 통장,
2025-09-22,19:09,지출,금융,세금/과태료,금융결제원 인터넷지로,-59660,KRW,네이버페이 간편결제,
2025-09-22,19:09,지출,금융,세금/과태료,금융결제원 인터넷지로,-42880,KRW,네이버페이 간편결제,
2025-09-22,17:19,지출,문화/여가,스포츠,용산 탑 복싱,-510000,KRW,Air One (에어원) 스카이패스,
2025-09-22,13:27,이체,저축,미분류,THIDA TUN,8600000,KRW,신한 주거래 우대통장(S-lite),
2025-09-22,13:25,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2025-09-22,13:24,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2025-09-22,07:11,지출,금융,보험,KB손014 09,-13000,KRW,신한 주거래 우대통장(S-lite),
2025-09-21,22:40,이체,저축,미분류,THIDA TUN,2500000,KRW,신한 주거래 우대통장(S-lite),
2025-09-21,16:58,지출,식비,한식,나주면옥,-56000,KRW,Air One (에어원) 스카이패스,
2025-09-21,15:32,지출,자동차,주차,주식회사 카카오모빌리티_서울대공원,-6000,KRW,Air One (에어원) 스카이패스,
2025-09-21,15:19,지출,생활,생활서비스,동원건설산업 주식회사,-4000,KRW,Air One (에어원) 스카이패스,
2025-09-21,13:34,지출,생활,편의점,세븐일레븐 서울대공원점,-1200,KRW,Air One (에어원) 스카이패스,
2025-09-21,13:24,지출,식비,한식,주식회사 밥심,-13000,KRW,Air One (에어원) 스카이패스,
2025-09-21,12:31,지출,금융,세금/과태료,공공기관,-5000,KRW,Air One (에어원) 스카이패스,
2025-09-21,12:15,지출,생활,생활서비스,동원건설산업 주식회사,-4000,KRW,KT DC Plus KB국민카드,
2025-09-20,19:58,지출,온라인쇼핑,인터넷쇼핑,나이스_당근페이,-500000,KRW,Air One (에어원) 스카이패스,
2025-09-20,16:19,지출,카페/간식,도넛/핫도그,신사와꽈배기,-5000,KRW,KT DC Plus KB국민카드,
2025-09-20,11:42,이체,저축,미분류,예금결산이자,0,KRW,WON 통장,
2025-09-20,11:26,지출,생활,마트,한샘마트,-17630,KRW,KT DC Plus KB국민카드,
2025-09-20,10:50,지출,생활,마트,롯데마트삼산점,-39900,KRW,KT DC Plus KB국민카드,
2025-09-20,09:32,이체,저축,미분류,예금결산이자,0,KRW,우리 SUPER주거래 통장,
2025-09-20,03:11,수입,금융수입,미분류,06.21~09.19,0,KRW,U드림 저축예금 (인터넷전용),
2025-09-20,01:53,수입,금융수입,미분류,06.21~09.19,0,KRW,신한S-MORE(에스모어)포인트통장,
2025-09-20,01:52,수입,금융수입,미분류,06.21~09.19,0,KRW,사이버증권거래저축예금,
2025-09-20,01:48,수입,금융수입,미분류,06.21~09.19,0,KRW,저축예금,
2025-09-20,01:45,이체,저축,미분류,06.21~09.19,373,KRW,신한 주거래 우대통장(S-lite),
2025-09-19,09:13,지출,주거/통신,인터넷,KT유선상품자동납부,-73920,KRW,KT DC Plus KB국민카드,
2025-09-19,06:38,이체,이체,미분류,카카오페이,-150000,KRW,신한 주거래 우대통장(S-lite),
2025-09-18,18:11,지출,술/유흥,와인,와인앤모광화문점,-82900,KRW,Air One (에어원) 스카이패스,
2025-09-18,11:09,지출,여행/숙박,해외결제,외화사신금액,-6930100,KRW,저축예금,
2025-09-17,20:55,지출,식비,한식,무지개곱창,-14000,KRW,Air One (에어원) 스카이패스,
2025-09-17,15:38,수입,급여,미분류,급여,20542176,KRW,신한 주거래 우대통장(S-lite),
2025-09-17,13:20,지출,식비,식재료,씨제이프레시웨이주식회사,-4000,KRW,Air One (에어원) 스카이패스,
2025-09-17,09:30,지출,여행/숙박,해외결제,외화사신금액,-2762020,KRW,저축예금,
2025-09-16,15:39,지출,식비,식재료,씨제이프레시웨이(주),-6000,KRW,KT DC Plus KB국민카드,
2025-09-16,13:34,지출,여행/숙박,해외결제,외화사신금액,-2765020,KRW,저축예금,
2025-09-15,18:28,지출,금융,이자/대출,한국장학재단,-58510,KRW,신한 주거래 우대통장(S-lite),
2025-09-15,07:04,지출,주거/통신,인터넷,LGU+77651357,-33900,KRW,신한 주거래 우대통장(S-lite),
2025-09-15,07:03,지출,주거/통신,인터넷,LGU+84273357,-9900,KRW,신한 주거래 우대통장(S-lite),
2025-09-14,19:15,지출,생활,마트,한샘마트,-1780,KRW,KT DC Plus KB국민카드,
2025-09-14,19:13,지출,생활,마트,한샘마트,-13750,KRW,KT DC Plus KB국민카드,
2025-09-14,18:49,지출,생활,마트,스마트로-세외수입(인증),-1500,KRW,Air One (에어원) 스카이패스,
2025-09-14,09:23,지출,생활,마트,한샘마트,-3990,KRW,KT DC Plus KB국민카드,
2025-09-14,09:22,지출,생활,마트,한샘마트,-39830,KRW,KT DC Plus KB국민카드,
2025-09-13,16:31,지출,패션/쇼핑,백화점,(주)현대백화점  신촌점,-52000,KRW,Air One (에어원) 스카이패스,
2025-09-13,15:30,지출,카페/간식,커피/음료,(주)에스씨케이 컴퍼니,-20000,KRW,Air One (에어원) 스카이패스,
2025-09-13,14:41,지출,식비,중식,복성각,-39000,KRW,Air One (에어원) 스카이패스,
2025-09-13,00:00,지출,자동차,통행료,한국도로공사,-900,KRW,Air One (에어원) 스카이패스,
2025-09-12,19:50,지출,생활,편의점,코레일유통주식회사(부개역),-2000,KRW,KT DC Plus KB국민카드,
2025-09-12,13:40,이체,저축,미분류,THIDA TUN,700000,KRW,신한 주거래 우대통장(S-lite),
2025-09-12,12:35,지출,식비,식재료,씨제이프레시웨이주식회사,-4000,KRW,Air One (에어원) 스카이패스,
2025-09-12,09:33,지출,온라인쇼핑,앱스토어,구글플레이,-29000,KRW,Air One (에어원) 스카이패스,
2025-09-11,17:14,지출,생활,편의점,코레일유통주식회사(부개역),-10000,KRW,KT DC Plus KB국민카드,
2025-09-11,12:59,지출,의료/건강,치과,부평유디치과,-300000,KRW,Air One (에어원) 스카이패스,
2025-09-10,19:19,지출,교통,대중교통,(주)이비카드,-30000,KRW,카카오페이 간편결제,
2025-09-10,19:00,지출,문화/여가,음악,피오리콘솔레(Fiori con sole),-40000,KRW,Air One (에어원) 스카이패스,
2025-09-10,18:27,지출,금융,이자/대출,한국장학재단,-60835,KRW,신한 주거래 우대통장(S-lite),
2025-09-10,13:28,지출,금융,카드,케이지모빌리언스,-182,KRW,네이버페이 간편결제,
